content,score,at,sentiment
"terlalu manja driver gojek udh 1 jam g dapat""",1,2026-03-16 17:03:14,Negatif
sangat membantu,5,2026-03-16 16:59:35,Positif
Aplikasi sangat membantu dan memudahkan pengiraman dan penerimaan barang,5,2026-03-16 16:56:36,Positif
Aplikasi Saya Di Suspent 2 Kali .,1,2026-03-16 16:54:42,Negatif
trimakasih Gojek,5,2026-03-16 16:52:23,Positif
love itttt,5,2026-03-16 16:50:33,Positif
"susah dapet driver, sekali dapet drivernya malas² an",1,2026-03-16 16:37:55,Negatif
"makin jelek aplkasinya, susah dpt driver di cancel pula",2,2026-03-16 16:31:28,Negatif
"APLIKASI INI SANGAT MEMBANTU SEKALI MANTAP SEKALI BOS KU👍👍👍👍👍,,,,,",5,2026-03-16 16:28:53,Positif
sistemnya curang ya wkwk,1,2026-03-16 16:26:12,Negatif
driver sabar n ramah,5,2026-03-16 16:24:27,Positif
"tolong diperbaiki kak, susah bgt dapt driver",5,2026-03-16 16:21:36,Positif
good kdg,5,2026-03-16 16:20:33,Positif
josss,5,2026-03-16 16:15:47,Positif
lamaaaaa,1,2026-03-16 16:13:31,Negatif
aplikasi ga guna susah buat order daerah bandung,1,2026-03-16 16:13:11,Negatif
King 👑👑👑,5,2026-03-16 16:12:46,Positif
oke bgt,5,2026-03-16 16:10:04,Positif
APLIKASI APA INI SAYA 5X MESEN GADA DAPET OJEK 1 PUN PADAHAL ADA BANYAK DI DEKET SAYA,1,2026-03-16 16:08:35,Negatif
kenapa skrg susah bgt kalo cari driver...selalu lama.....padhl saya tiap hari guna gojek ini...merasa terganggu dg ini...setiap pesan selalu lama..dan eror,3,2026-03-16 16:07:24,Netral
"ini gimana sih makin lama makin susah cari driver, selalu dicancel haduhhhh orang mau buru"" jadi telat karna masalah ini",1,2026-03-16 16:06:55,Negatif
best apps,5,2026-03-16 16:02:16,Positif
sangat di butuh kan apalagi klw urgent membantu dan memudahkan perjalanan.,5,2026-03-16 15:55:45,Positif
APLIKASI KAPITALISME!!,1,2026-03-16 15:32:16,Negatif
good service..👍,5,2026-03-16 15:31:08,Positif
"hai kalian zolim sekali pada driver. potongan terlalu besar, membuat mitra kalian menderita. dan costumer pun mengalami krisis driver.",1,2026-03-16 15:27:42,Negatif
drivernya males semua🥀,1,2026-03-16 15:09:14,Negatif
baik,5,2026-03-16 15:01:47,Positif
aplikasinya oke,5,2026-03-16 15:00:24,Positif
"Selamat siang,sy kecewa dengan aduan sy ke pihak gojeg langsung tlp CS,jawabanya tidak menemukan solusi,berbelit2...muter2...,sy sdh bilamg ada kendala login,dikarenakan email sy sdh tdk aktip,dan tidak ada di hp sy,masih sj kirim OTP ke email tdk aktip tsb,ya sy ga bs login,sdh mengikuti arahan aduan lewat aplikasi dan email,sama sj ga bs selesekan kasusnya sy,bahaya klo samoe emil sy yg terikat dg Gojeg di salah gunakan orang lain untk kriminal,mohon respon aduan sy,tanya ke CS,sekian makasih",1,2026-03-16 14:52:00,Negatif
bgus,5,2026-03-16 14:47:52,Positif
"Selalu susah dapat driver. Apalagi kalau gofood disuruh nunggu bisa satu jam lebih, ujung²nya tetap nggak ada driver.",1,2026-03-16 14:39:55,Negatif
"kenapa layanan gojek makin kesini makin semrawut, terutama di layanan gosen, susah di seslesaikan, belum lagi kalau minta otp makin ribet aja jadinya",1,2026-03-16 14:36:24,Negatif
susah dapet driver.,1,2026-03-16 14:29:33,Negatif
"APAAN2 JIR GOJEK SKRG, GUE NUNGGU -+ 20 MNT UDAH DAPET DI CANCEL TERUS2AN GARA2 PAKE HEMAT! PADAHAL DULU PAKE GOJEK HEMAT SELALU DAPET DRIVER GAMPANG.",1,2026-03-16 14:05:17,Negatif
"Saya minta sistem reting kepada customer itu bisa dilihat kita sendiri, karena tidak adil masak kita di tuntut untuk memberikan bintang lima ke driver tapi kita sebagai customer di berikan bintang satu seenaknya dan kita juga gak bisa lihat reting atau bintang kita berapa tolong di perbaiki sistem tersebut agar menghindari driver yang seenaknya",3,2026-03-16 14:02:45,Netral
ok,5,2026-03-16 13:57:55,Positif
"beberapa kali mengalami driver yang menolak menjemput tapi tidak mau mengcancel sehingga saya menunggu lama sampai harus membatalkan sendiri. seharusnya tidak usah ada sanksi cancel bagi driver, jd kalau memang driver tak mau ambil bisa langsung dicancel oleh driver langsung. malah merugikan penumpang kalau drivernya mau menolak order tapi takit sanksi",4,2026-03-16 13:47:35,Positif
mantap gojek,5,2026-03-16 13:43:31,Positif
jangan pakai aplikasi ini.. ongkos mahal.. dan kejam terhadap driver... semoga cepat bangkrut,1,2026-03-16 13:31:49,Negatif
DRIVER SUKA CANCEL ORDERAN SENDIRI SOMBONG AMAT,1,2026-03-16 13:29:31,Negatif
saat ini gojek susah dapat driver giliran dapat itupun lama bgt,5,2026-03-16 13:16:41,Positif
"gojek sekarang kenapa ya , gangguan terus",2,2026-03-16 13:07:33,Negatif
seneng banget,5,2026-03-16 13:05:55,Positif
"saya mau melaporkan chat mengancam saya, pilihan untuk chat customer service untuk pengaduan tidak ada. hati2 data kalian bisa2 di sebarkan. saya ingin upload bukti chatnya disini tapi tidak ada pilihan untuk upload foto untuk bukti tsb......",1,2026-03-16 12:39:07,Negatif
josssss,5,2026-03-16 12:38:34,Positif
bcnda,5,2026-03-16 12:33:42,Positif
"Pelayanan bagus, memuaskan",5,2026-03-16 12:33:31,Positif
ok,5,2026-03-16 12:29:08,Positif
bagus playananya gojek,5,2026-03-16 12:25:36,Positif
mantap,5,2026-03-16 12:15:45,Positif
enk driver e Rama,5,2026-03-16 12:12:25,Positif
TOP,5,2026-03-16 12:11:34,Positif
susah bgt dapet driver padahal kalo diliat driver banyak,1,2026-03-16 11:43:30,Negatif
ok,5,2026-03-16 11:29:06,Positif
bergunaa bangett,5,2026-03-16 11:11:46,Positif
Lebih banyakin promo aja sih. Gojek/goride udh oke bgt. untuk gocar nya kadang sering lambat ambil orderan klo ongkos nya tipis.kadang di cancel Sama driver nya.,5,2026-03-16 11:05:58,Positif
tidak bisa membatalkan pesanan gara gara lokasi beda kota saldo saya jadi hilang,1,2026-03-16 11:03:23,Negatif
layanan baik n komunikatif,5,2026-03-16 11:01:50,Positif
jarang ngasih promo atau voucher,1,2026-03-16 10:56:40,Negatif
"APLIKASIII JELEKKKK!!!! GANTI PEMBAYARAN GABISA ERORR, KONEKSI AMAN DLL. CHAT CS SUSAH ADANYA PESAN CEPAT CUMAN JAWAB PAKE AI GAADA CHAT DENGAN CS BENERAN APLIKASI SAMPAHH MENYUSAHKN DAN TIDAK MEMUDAHKAN CUSTOMER!!! GUE SEBAGAI PROGRAMMER GEDEGGG LIAT APP LU BUSUK!!",1,2026-03-16 10:54:42,Negatif
susah dapet driver ongkos mahal.,1,2026-03-16 10:48:06,Negatif
good,5,2026-03-16 10:34:16,Positif
cepat dan ramah drivernya,5,2026-03-16 10:34:00,Positif
mantap,5,2026-03-16 10:30:37,Positif
ok sopan ramah,5,2026-03-16 10:13:36,Positif
selalu dihati,5,2026-03-16 10:04:30,Positif
Empat dulu aja,5,2026-03-16 09:59:15,Positif
kenapa sekarang GK bisa di download di redmi pad SE. tadinya sy gunakan di tab saya bisa. tolong jawab min,5,2026-03-16 09:53:26,Positif
mantap joss,5,2026-03-16 09:50:04,Positif
baik dan sangat membantu,4,2026-03-16 09:35:59,Positif
"jujur ga suka sistem rating di gojek, masa ada rating cs tapi cs nya sendiri ga dikasih tau ratingnya berapa dan tau tau ratingnya ternyata jelek dan padahal gak ngelakuin apa apa, dan bahkan sampe ada vt gojek yang nilai customer dari ratingnya dan ngatain red flag lah itulah, bro kita yang bayar, knp jadi kita yang harus ngertiin mood lo, misal lo cape nge gojek, kita juga nge gojek dalam keadaan cape juga, KALO MAU FAIR GAS AJA TAMPILIN RATING CS DI AKUN CS DAN SAMA JUGA BUAT RATING DRIVER",1,2026-03-16 09:19:53,Negatif
ok sangat membantu,5,2026-03-16 09:06:35,Positif
"saya kasih bintang terbaik untuk apl ini,",1,2026-03-16 08:54:36,Negatif
baik,5,2026-03-16 08:30:27,Positif
senangnya karena Karya Anak Bangsa,5,2026-03-16 08:30:21,Positif
Layanan cepat dan mudah terpercaya,5,2026-03-16 08:20:44,Positif
ok,5,2026-03-16 08:18:36,Positif
mantap Bosque,5,2026-03-16 08:13:38,Positif
okeee jossss,5,2026-03-16 08:07:08,Positif
verifikasi wajah gabisa bisa padahal udah jelas dan ga pakai apapun,1,2026-03-16 08:03:23,Negatif
tertolong oleh aplikasi ini,5,2026-03-16 08:01:19,Positif
kecewa pelayanan jelek suka cancel pelanggan tanpa konfirmasi Uda tunggu lama,1,2026-03-16 07:53:06,Negatif
ok,5,2026-03-16 07:39:12,Positif
sudah hampir 5 tahun pakai aplikasi ini... sukses buat gojek transportasi👍,5,2026-03-16 07:38:25,Positif
bagus banget banyak membantu,5,2026-03-16 07:38:00,Positif
"Susah dapet driver, pas dapet bilangnya otw taunya tiba2 dicancel sama drivernya, ga cuma sekali, tapi berkali-kali, drivernya pada ga mau ambil",1,2026-03-16 07:28:07,Negatif
oke juga,5,2026-03-16 07:21:16,Positif
mantap dan sangat membantu mempermudah kebutuhan sehari-hari 👍,5,2026-03-16 07:14:29,Positif
"Ko sekarang gopay ada ,gopay Indonesia kaya buka rekening bank gitu , itu beneran GK sih ,aq dah daftar soalnya , hari ini .",5,2026-03-16 06:34:21,Positif
"pelayanannya mantap,,",5,2026-03-16 06:15:34,Positif
selalu bisa di andalkan,5,2026-03-16 06:15:30,Positif
gk jelas lama nih gojek mesen udah sampe satu jam gk dapet²,1,2026-03-16 05:40:10,Negatif
Pelayanan tepat waktu,5,2026-03-16 05:28:14,Positif
GooD....,5,2026-03-16 04:53:24,Positif
bagus,5,2026-03-16 04:31:00,Positif
"banyak ojol tidak punya attitude yang bagus dalam pelayanan, apalagi dengan video viral kemaren soal ojol yang menabrak serta memukul anak yang bersepeda di jalur khusus sepeda, tolong ditindak lanjuti segera",1,2026-03-16 04:23:35,Negatif
"parah potongan drivernya,",1,2026-03-16 04:12:01,Negatif
sekarang susah dpt ojol,1,2026-03-16 04:08:25,Negatif
"susah bener cari driver padahal driver depan mata banyak , aneh bener",1,2026-03-16 03:55:02,Negatif
"lama dpt driver nya, mau sahur mlh keburu Imsak tlng di tingkatin lg pelayanan nya",2,2026-03-16 03:48:15,Negatif
membantu,5,2026-03-16 03:08:22,Positif
aplikasi bodoh,1,2026-03-16 02:52:49,Negatif
"sangat membantu untuk kemana aja, tanpa ribet dan sangat simple praktis pula.",5,2026-03-16 02:46:02,Positif
"kacau aplikasi nya di notifikasi ada diskon tetapi pas ngecek tidak ada untuk memilih voucher diskon nya, Al hasil malah langsung pilihan pesanan semenjak di update kacau gojek bikin kecewa, mau di cansel kasian driver nya",2,2026-03-16 02:04:01,Negatif
bikin mles tiap gofood sering bngt driver ny double order kaya barusan mkn ku di antar setelah nunggu 48 menit😭 alhasil makan ny dingin,2,2026-03-16 01:36:56,Negatif
siipp dahhh indo punyaaa,5,2026-03-16 01:16:34,Positif
ok,5,2026-03-16 01:10:15,Positif
APLIKASI DZOLIM!!!,1,2026-03-16 01:05:16,Negatif
good,5,2026-03-16 00:43:14,Positif
"ngeleg banget gw mau pesen makan, tapi ngeleg nya minta ampun gila, gw mau beli makan woiiii",1,2026-03-16 00:32:29,Negatif
"gojek kenapa skrang lemot banget,",1,2026-03-16 00:15:48,Negatif
driver darurat catcalling,1,2026-03-16 00:02:45,Negatif
"membantu banget kalo mau beli makanan, mau ke suatu tempat, jadi lebih praktiss👍🏻",5,2026-03-16 00:02:17,Positif
"lama, ga ada driver",1,2026-03-16 00:01:00,Negatif
mantep banget aplikasi nya kalo ada kendala juga penanganan nya cepet banget langsung sat set ngga kaya aplikasi sebelah hmmm,5,2026-03-15 23:50:56,Positif
sampai tepat waktu ..ramah orangnya,5,2026-03-15 23:44:16,Positif
gasss,5,2026-03-15 23:43:47,Positif
"biaya layanan makin mahall , tp mitra driver tidak di manage dengan baik driver banyak tp mau order aja susah driver pada manja , pilih pilih orderan giliran sepi order bisanya ngeluh",1,2026-03-15 23:36:46,Negatif
aplikasi yang berguna,5,2026-03-15 23:17:32,Positif
ok,5,2026-03-15 23:13:47,Positif
mantapp,5,2026-03-15 23:13:22,Positif
"kenapa sekarang jadi susah nyari driver pas mau order makanan, aneh banget ini Gofood.",1,2026-03-15 23:04:52,Negatif
Tidak memuaskan lagi darurat tidak di layani,2,2026-03-15 22:56:59,Negatif
"Ngeri .. Aplikasinya makin gak pakai hati, berasa banyak pungli dalam aplikasi yang selalu minta tambahan ongkos dengan kedok Prioritas. Semoga Lekas Berbenah supaya tidak punah",1,2026-03-15 22:56:50,Negatif
"aplikasinya oke oke aja, tpi sy pernah dpt 2 kali driver yg sama dan drivernya ga profesional ky nanya terlalu personal (""sudah punya cwo belum"", ""orang tua kerja apa?"") , cat calling (""kamu mau tak tungguin ta?"", padahal jelas sdh tau sy msih anak sekolah(16 thn) smntara dia sdh umur 20 tahun keatas(sprtinya 25 thn). smg ga banyak org yg mengalami apa yg sy alami. buktinya minim karena waktu sy alami kejadian itu sy bnr² shock dan takut, yg sy bisa lakukan cuma cerita ke temen² sy dan nangis.",1,2026-03-15 22:55:42,Negatif
"bintang 1 untuk aplikasi ini , karena sudah bayar sebelum waktu jatuh tempo, tetapi tiba tiba di nonaktifkan aneh",1,2026-03-15 22:53:30,Negatif
"Deleted ganti yg lain, makin keaini makin jelek pelayanan nya.",2,2026-03-15 22:49:11,Negatif
ok,5,2026-03-15 22:39:47,Positif
Makasih ya gojek,5,2026-03-15 22:32:12,Positif
driver lo tuh! evaluasi. pada gamau ambil orderan. dikit2 di cancel sama driver!,1,2026-03-15 22:30:00,Negatif
Sangat Terbantu,5,2026-03-15 22:23:25,Positif
driver y ramah dan hambl,5,2026-03-15 22:18:18,Positif
"DRIVERNYA PADA SONGONG BELAGU, HUJAN DIKIT GAMAU, JAUH DIKIT GAMAU. GUA KAN BAYAR SESUAI APLIKASI, KALO GAMAU NGAPAIN ONLINE COK",1,2026-03-15 22:17:53,Negatif
"Tolong ditambahkan opsi merubah alamat untuk fitur ""Gosend"". sy sempat salah ketik alamat pengiriman, dan driver tidak bisa close order sebelum sampai tujuan awal. padahal kalau ada opsi rubah alamat (dengan persetujuan driver) bisa mempermudah pengguna aplikasi.",4,2026-03-15 22:13:36,Positif
sangat membantu dan mantab,5,2026-03-15 22:13:30,Positif
"sudah dari tadi siang saya mau gofood tapi kenapa harus menunggu lama?? habis itu alasan driver tidak di temukan, sudah menunggu lama hampir 1jam tapi tidak hasilnya tolong segera di perbaiki!!!!! kasian customer yang ingin gofood",3,2026-03-15 22:13:05,Netral
The best & amanah jg Ramah,5,2026-03-15 22:11:44,Positif
"tolong di update lagi adakan chat dengan penjual soal potongan harga yg ga di cantum saat transaksi makanan, di gojek harga 25rb sampe rmh 40rb an. pdhl pake promo.. guna nya promo apa? guannya gojek premium apa klo masi gabisa? ini keliatan kyk ga jujur, soal kepuasan sy kasih debest buat driver ny baik kdng diem kdng nanya seperlu nya bikin sy ga jengkel, jdi aplikasi ini berguna banget sm sy cuma kendala balik lagi di kalimat atas sy, segera ya min di update:]]",2,2026-03-15 22:07:42,Negatif
"lama dapat drivernya, sampe kelaparan nunggu orderan",1,2026-03-15 22:07:31,Negatif
ok banget,5,2026-03-15 22:05:28,Positif
Buruk. Terima kasih,1,2026-03-15 22:02:28,Negatif
lama banget dapet driver nya padahal udh laper bngt tp telat,1,2026-03-15 21:55:29,Negatif
skrg susah banget buat pesen. driver banyak gak bisa dihubungi,1,2026-03-15 21:53:13,Negatif
"gasuka, pengemudinya dikit di sekitaran sini, ada tpi cuma 1/2 mungkin tpi sekalinya ada lokasinya jauh dri arah penjemputan, jadinya nunggu set jam masi belum dateng dan akhirnya aku cancel langsung pindah ke grab",2,2026-03-15 21:43:16,Negatif
susah banget nyari driver goride daerah purwokerto,5,2026-03-15 21:40:57,Positif
mantap,5,2026-03-15 21:18:28,Positif
aku aneh sama aplikasi satu ini. padahal kalau dilihat itu banyak banget gojek dekat titik jemputan tapi nggak pernah dapat2. malah dikasih yang jauh2. emang kalian nggak pernah pikirin tukang gojek sama pelanggan apa? saya dari tadi loh nunggu gojek yang mau ambil pesanan orderan saya.. ini sudah 30 menit saya nunggu tapi belum datang2 atau dapat orderan.,1,2026-03-15 21:17:05,Negatif
"Aplikasi yg aneh, nyedot gopay sy seenaknya.",1,2026-03-15 21:15:06,Negatif
tolonglah ini tiap ujan ga dpet mulu pengemudi ampe berjam2. gilak apa ini aplikasi mau nunggu ampe mati kelaparan?,1,2026-03-15 21:05:51,Negatif
Lamaa,1,2026-03-15 21:05:48,Negatif
"apalah udah 3 hari down Mulu, internet ku udah kenceng, mau pesen ae malah dapat notif internet mati",2,2026-03-15 20:54:10,Negatif
"gilak lo ya hampir 30 persen potongan ke driver saya sebagai kostumer harus lebihin lagi,lu enak enak di kantor parah sih minimal 10k kek ini parah bngt",1,2026-03-15 20:53:10,Negatif
"apasih makin kesini makin gajelas, susah dpt driver nya",1,2026-03-15 20:27:59,Negatif
"tiap gofood susah bener dapet driver ,mana gaada fitur buat bisa di batalin kalo nunggu kelamaan",1,2026-03-15 20:27:51,Negatif
pelayanan yang susah di temukan driver nya,1,2026-03-15 20:23:34,Negatif
praktis,5,2026-03-15 20:21:11,Positif
gojek udah gak ada drivernya sekarang ya?,1,2026-03-15 20:19:55,Negatif
krisis ojol,2,2026-03-15 20:15:32,Negatif
"jujur saya hrs spek up masalah ini, saya sering kali terjadi terlambat pesanan, contohnya hr ini, niat bersama teman buka bersama jd saya pesan gojek, namun driver ga dtg2 pdhl saya pesan dr jam 4 bayangin dr jam 4 pesanan saya gd satupun yang nerima, hingga akhirnya saya batalkan buka bersama teman dan hasil saya buka hanya minum air putih doang! dan ini saya geser ke gofood saya pikir pesan gofood cepat dan sampai dtg cpt waktu, tp trnyta zonk! saya pesan makanan dr jam 18.15 smpe ini blm dtg!",1,2026-03-15 20:14:00,Negatif
susah dapat driver,2,2026-03-15 20:11:40,Negatif
cukup kecewa gara gara driver yg susah ambil orderan pas Butuh,3,2026-03-15 20:09:14,Netral
Bagus n bikin nyaman,5,2026-03-15 20:06:47,Positif
minus ketika susah cari driver gofood malah nambah waktu 40 menit,2,2026-03-15 20:03:44,Negatif
"akhir"" ini susah bangat kalo mau cari driver, padahal banyak sekali ada driver terdekat, biasa nya baru suka dapet 20 menit kemudian ada yg mau ambil, itu pun lokasinya jauh ke titik jemput",4,2026-03-15 20:02:15,Positif
"untuk update kali ini,sangat mengecewakan. pesan go food lama sekali dapat driver. semoga diperbaiki kedepanya",1,2026-03-15 19:58:27,Negatif
"Akhir akhir ini sering banget nemu driver goride atau gocar yang asal ambil orderan, tapi posisi ngga bergerak/makin jauh. Jujur saya sebagai customer rugi diwaktu banget, apalagi kalau buru buru. Faktanya oknum seperti itu tidak mau cancel orderan karena takut susah dapet orderan. Tapi kalau kita yang cancel, malah kita yang susah dapet driver.",1,2026-03-15 19:53:27,Negatif
good,5,2026-03-15 19:48:12,Positif
DRIVER GOJEK GOCAR PADA BANYAK DUIT ORDERAN JARAK JAUH AJA GAK ADA YG MAU AMBIL ALESAN JEMPUT JAUH MOBIL MOGOK!!!! EMANG GOCAR DOANG DRIVER BANYAK TINGKAH !!!,1,2026-03-15 19:47:37,Negatif
Alhamdulillah dapet Abang yang ramah banget terimakasih abang,5,2026-03-15 19:39:39,Positif
mantabbbb trmksh dpt promo,5,2026-03-15 19:38:04,Positif
driver sangat buruk. jika pesan makanan selalu terlambat dan kadang sampai tidak di antarkan. kadang menipu soal harga makanan jika saya tanya beda.,1,2026-03-15 19:34:50,Negatif
aplikasi gojek ini sanggat membantu,5,2026-03-15 19:32:13,Positif
aplikasi tlol lemot parah pdhl jaringan lncar,1,2026-03-15 19:31:29,Negatif
ok,5,2026-03-15 19:31:21,Positif
mohon untuk apk gojek bagian gofood nya tolong jam nunggu nya agak di kurangin kalo sekiranya udah 15-20menit ngak dapet diriver bisa di batalin dari pihak pembelinya ini harus nunggu satu jam baru bisa di batalin apalagi kalo nemu tempat makan yang mau tutup ngak konfirmasi atau dari pihak gojek nya ngasih info ke warungnya emang sengaja di lama² in tolong lah di perbaiki nunggu nya udh 1 jam lebih sampe kelaparan malah warung di tutup alhasil harus bikin pesanan baru ke toko baru nunggu 1 jam,3,2026-03-15 19:29:40,Netral
